二月，李听袭海州，克东海、朐山、怀仁等县	二月，李听出兵袭击海州，攻克东海、朐山、怀仁等县
符彦饶、张彦琪至河阳，密言于唐主曰：今胡兵大下，河水复浅，人心已离，此不可守	符彦饶、张彦琪到达河阳，秘密地向唐末帝说：现在胡兵大举南下，黄河的水又很浅，人心已经离散，此地不能固守
丁丑，唐主命河阳节度使苌从简与赵州刺史刘在明守河阳南城，遂断浮梁，归洛阳	丁丑，后唐末帝命令河阳节度使苌从简与赵州刺史刘在明戍守河阳南城，便把渡河浮桥断毁，回到洛阳
遣宦者秦继、皇城使李彦绅杀昭信节度使李赞华于其第	派遣宦官秦继、皇城使李彦绅在昭信节度使李赞华的府邸将他杀死
己卯，帝至河阳，苌从简迎降，舟辑已具	己卯，后晋高祖到达河阳，苌从简迎接投降，渡河舟楫已经准备好了
彰圣军执刘在明以降，帝释之，使复其所	彰圣军拘执了刘在明，也来投降，后晋高祖把他释放了，让他复职返回镇所
唐主命马军都指挥使宋审虔、步军都指挥使符彦饶、河阳节度使张彦琪、宣徽南院使刘延朗将千馀骑至白马阪行战地，有五十馀骑奔于北军	后唐末帝命令马军都指挥使宋审虔、步军都指挥使符彦饶、河阳节度使张彦琪、宣徽南院使刘延朗带领千余骑兵到达白司马阪准备进行战斗的地方，有五十多骑兵投奔到北方的后晋军队
诸将谓审虔曰：何地不可战，谁肯立于此	诸将对宋审虔说：哪个地方不能战斗，谁还肯停留在这里
乃还	便带兵回来了
庚辰，唐主又与四将议复向河阳，而将校皆已飞状迎帝	庚辰，后唐末帝又同宋、符、张、刘四将商讨再向河阳进攻，而此时将校都已经驰送降书给晋高祖了
帝虑唐主西奔，遣契丹千骑扼渑池	后晋高祖担心后唐末帝向西逃奔，派遣契丹一千骑兵扼阻在渑池
十二月，乙酉朔，帝如河阳，饯太相温及契丹兵归国	十二月，乙酉朔，后晋高祖来到河阳，设宴给太相温和契丹兵饯行，送他们回国
追废唐主为庶人	追废后唐末帝为平民百姓
丁亥，以冯道兼门下侍郎、同平章事	丁亥，高祖任用冯道兼任门下侍郎、同平章事
曹州刺史郑阮贪暴，指挥使石重立因乱杀之，族其家	曹州刺史郑阮贪婪暴虐，指挥使石重立乘着变乱，把他杀了，并族灭了他的家属
辛卯，以唐中书侍郎姚为刑部尚书	辛卯，高祖作用后唐中书侍郎姚为刑部尚书
初，朔方节度使张希崇为政有威信，民夷爱之，兴屯田以省漕运；在镇五年，求内徙，唐潞王以为静难节度使	以前，朔方节度使张希崇治理政务有威信，民众喜欢爱戴他，他兴办屯田就地取粮，从而省减了漕运，在镇所五年，要求往内地调迁，后唐潞王李从珂任用为静难节度使
帝与契丹修好，恐其复取灵武，癸巳，复以希宗为朔方节度使	后晋高祖与契丹修好，担心契丹再次攻取灵武，癸巳，仍然作用张希崇为朔方节度使
同州小校门铎杀节度使杨汉宾，焚掠州城	同州的小校门铎杀了节度使杨汉宾，焚烧并掠抢了州城
诏赠李赞华燕王，遣使送其丧归国	后晋高祖下诏封赠李赞华为燕王，派使者护送他的丧葬回契丹
张朗将其众入朝	代州刺史张朗带领他的兵众入京朝见后晋高祖
庚子，以唐中书侍郎卢文纪为吏部尚书	庚子，后晋高祖任用后唐中书侍郎卢文纪为吏部尚书
以皇城使晋阳周为大将军、充三司使；辞曰：臣自知才不称职，宁以避事见弃，犹胜冒宠获辜	任用皇城使晋阳人周为大将军、充任三司使；周辞谢说：臣自知才干不能称职，宁可因为躲避事责而被陛下见弃，也还是比冒恃陛下的宠爱而获罪要好
帝许之	后晋高祖准许了他
帝闻平卢节度使房知温卒，遣天平节度使王建立将兵巡抚青州	后晋高祖听说平卢节度使房知温去世，遣派天平节度使王建立领兵巡抚青州
改兴唐府曰广晋府	更改兴唐府叫广晋府
安远节度使卢文进闻帝为契丹所立，自以本契丹叛将，辛丑，弃镇奔吴	安远节度使卢文进听说后晋高祖是由契丹扶立的，自己本是契丹的叛将，辛丑，放弃了镇所投奔吴国
所过镇戍，召其主将，告之故，皆拜辞而退	所过镇戍之地，召唤其主将，告诉他们缘故，都拜辞而退
高丽王建用兵击破新罗、百济，于是东夷诸国皆附之，有二京，六府，九节度，百二十郡	高丽王王建发兵击破新罗、百济，从此东夷诸国都归附于他，拥有二京、六府、九节度，一百二十郡
春，正月，乙卯，日有食之	春季，正月，乙卯，出现日食
诏以前北面招收指挥使安重荣为成德节度使，以秘琼为齐州防御使	后晋高祖石敬瑭下诏，任用前北面招收指挥使安重荣为成德节度使，任用秘琼为齐州防御使
遣引进使王景崇谕琼以利害	派遣引进使王景崇去给秘琼讲明利害
重荣与契丹将赵思温偕如镇州，琼不敢拒命	安重荣与契丹将领赵思温相偕来到镇州，秘琼不敢拒绝接受命令
丙辰，重荣奏已视事	丙辰，安重荣上奏称已经视事
景崇，邢州人也	王景崇是邢州人
契丹以幽州为南京	契丹把幽州做为南京
李崧、吕琦逃匿于伊阙民间	李崧、吕琦逃匿在伊阙民间
帝以始镇河东，崧有力焉，德之；亦不责琦	后晋高祖认为开始镇守河东时，李崧推举有功，心里感激他；也不责备吕琦
乙丑，以琦为秘书监；丙寅，以崧为兵部侍郎、判户部	乙丑，任用李崧为兵部侍郎、判理户部
初，天雄节度使兼中书令范延光微时，有术士张生语之云：必为将相	从前，天雄节度使兼中书令范延光微贱时，有个术士张生对他说：您将来必定做将相
延光既贵，信重之	范延光贵显后，很信任器重他
延光尝梦蛇自脐入腹，以问张生，张生曰：蛇者龙也，帝王之兆	范延光曾经梦见蛇从肚脐钻入腹中，便把这件事询问张生，张生说：蛇就是龙，是当帝王的兆头
延光由是有非望之志	范延光从此有了非份之想
唐潞王素与延光善，及赵德钧败，延光自辽州引兵还魏州，虽奉表请降，内不自安，以书潜结秘琼，欲与之为乱；琼受其书不报，延光恨之	后唐潞王李从珂素来与范延光友善，等到赵德钧败亡后，范延光从辽州领兵返归魏州，虽然他向晋高祖上表请降，内心很不自安，他写信暗中勾结秘琼，想同他一起作乱；秘琼接信后不作回答，范延光很怨恨他
琼将之齐，过魏境，延光欲灭口，且利其货，遣兵邀之于夏津，杀之	秘琼将要去齐州就任，经过魏州境内，范延光想灭口，并且贪爱他的财货，便派兵在夏津阻挡他，把他杀了
丁卯，延光奏称夏津捕盗兵误杀琼；帝不问	丁卯，范延光秦称夏津捕捉强盗，士兵误杀秘琼，后晋高祖不作究问
戊寅，以李崧为中书侍郎、同平章事，充枢密使，桑维翰兼枢密使	戊寅，高祖任用李崧为中书侍郎、同平章事，充枢密使，高祖任用桑维翰兼枢密使
时晋新得天下，藩镇多未服从；或虽服从，反仄不安	当时，后晋新得天下，藩镇大多还没有服从；或者虽然服从，但是还反复不安定
兵火之余，府库殚竭，民间困穷，而契丹征求无厌	战争焚掠之余，官家府库中的金帛财物已经支用净尽，民间生活困难贫穷，而契丹又征调索求没完没了
维翰劝帝推诚弃怨以抚藩镇，卑辞厚礼以奉契丹，训卒缮兵以修武备，务农桑以实仓禀，通商贾以丰货财	桑维翰劝说晋高祖要诚心诚意、放弃前怨，来安抚各地藩镇；用谦卑的言词和丰厚的献礼，来结好于契丹；训练士卒、修缮兵器，来完善武备力量；勤务农桑生产，来充实仓储；通畅商贾贸易，来交流丰富财货
数年之间，中国稍安	几年之间，中国就会稍见安定
吴太子琏纳齐王知诰女为妃	吴国太子杨琏娶了齐王徐知诰的女儿做妃子
二月，吴主以卢文进为宣武节度使，兼侍中	二月，吴主杨溥任用卢文进为宣武节度使，兼任侍中
吴越王元之弟顺化节度使、同平章事元获罪于元，废为庶人	吴越王钱元的弟弟顺化节度使、同平章事钱元得罪了钱元，被废黜为庶民
契丹主自上党过云州，大同节度使沙彦出迎，契丹主留之，不使还镇	契丹主耶律德光从上党北上经过云州时，大同节度使沙彦出城迎接，契丹主把他留下，不让回镇所
节度判官吴峦在城中，谓其众曰：吾属礼义之俗，安可臣于夷狄乎	节度判官吴峦在城中，对他的下属将士说：我们属于有礼义之俗的国家，怎么可以做夷狄的臣民啊
众推峦领州事，闭城不受契丹之命，契丹攻之，不克	众人推举吴峦领导全州的事务，关上城门不接受契丹的命令，契丹兵攻城，攻不下来
应州马军都指挥使金城郭崇威亦耻臣契丹，挺身南归	应州马军都指挥使金城人郭崇威也耻于向契丹称臣，挺身南归
或得唐潞王膂及髀骨献之，庚申，诏以王礼葬于徽陵南	有人得到后唐潞王李从珂自焚后的脊骨和髋骨，拿来进献，庚申，后晋高祖下诏，用王礼葬于徽陵之南
帝遣使诣蜀告即位，且叙姻好；蜀主复书，用敌国礼	后晋高祖遣派使者到蜀国去通告自己即位的事，并且叙述姻亲之好；蜀后主孟昶用对待平等国家的礼节回了信
范延光聚卒缮兵，悉召巡内刺史集魏州，将作乱	范延光聚集兵马、修理兵器，把他管辖下的刺史全部召集到魏州，将要作乱造反
会帝谋徙都大梁，桑维翰曰：大梁北控燕、赵，南通江、淮，水陆都会，资用富饶	适逢后晋高祖打算迁都到大梁，桑维翰说：大梁北控燕、赵，南通江、淮，是水陆两路都会，物资和财用都很富饶
今延光反形已露，大梁距魏不过十驿，彼若有变，大军寻至，所谓疾雷不及掩耳也	现在范延光的谋反迹象已经显露出来，大梁距离魏州不过十个驿站那么远，他那边如果发生变故，大军很快就可过来，真是像俗话所说的迅雷不及掩耳一样啊
丙寅，下诏，托以洛阳漕运有阙，东巡汴州	丙寅，下诏，托言洛阳漕运不足，东巡汴州
汉主以疾愈，大赦	南汉主刘龚因为生病痊愈，实行大赦
交州将皎公羡杀安南节度使杨廷艺而代之	交州将领皎公羡杀安南节度使杨廷艺并取而代之
夏，四月，丙戌，帝至汴州；丁亥，大赦	夏季，四月，丙戌，实行大赦
吴越王元复建国，如同光故事	吴越王钱元恢复建国，如同后唐庄宗同光时期一样
丙申，赦境内，立其子弘为世子	丙申，在辖境以内实行大赦，册立他的儿子钱弘为世子
以曹仲达、沈崧、皮光业为丞相，镇海节度判官林鼎掌教令	任用曹仲达、沈崧、皮光业为丞相，镇海节度判官林鼎掌管教令
丁酉，加宣武节度使杨光远兼侍中	丁酉，后晋朝廷加封宣武节度使杨光远兼任侍中
闽主作紫微宫，饰以水晶，土木之盛倍于宝皇宫	闽主王修建紫微宫，用水晶做装饰，土木工程的盛大，加倍于宝皇宫
又遣使散诣诸州，伺人隐慝	又派出使者分散到所辖各州，暗中侦查人们所隐匿的事情
五月，吴徐诰用宋齐丘策，欲结契丹以取中国，遣使以美女、珍玩泛海修好，契丹主亦遣使报之	五月，吴国齐王徐诰采用宋齐丘的计谋，想要勾结契丹来取得对中原的统治，遣派使者用美女、珍玩宝货从海上送去以修好，契丹主耶律德光也遣派使者回报他
丙辰，敕权署汴州牙城曰大宁宫	丙辰，后晋高祖下敕令：暂时把汴州的牙城署名为大宁宫
壬申，进范延光爵临清郡王，用来安抚他的心意	壬申，后晋朝廷进爵范延光为临清郡王，用来安抚他的心意
追尊四代孝妣为帝后	后晋高祖追尊四代父母为皇帝和皇后
己卯，诏太社所藏唐室罪人首听亲旧收葬	己卯，下诏，太庙所藏唐室罪人的首级听由其亲属故旧加以收葬
初，武卫上将军娄继英尝事梁均王，为内诸司使，至是，诸其首而葬之	当初，武卫上将军娄继英曾经臣事后梁均王朱友，任内诸司使，到这时，请求收殓均王的首级以便埋葬
六月，吴诸道副都统徐景迁卒	六月，吴国诸道副都统徐景迁去世
范延光素以军府之政委元随左都押牙孙锐，锐恃恩专横，符奏有不如意者，对延光手裂之	范延光向来把军府的政事委任给元随左都押牙孙锐办理，孙锐依恃恩宠而独断专横，符文奏章有不如意的当着范延光的面便把它撕碎了
