戊辰，唐王以世子建成为左元帅，秦公世民为右元帅，督诸军十余万人救东都	戊辰，唐王以世子李建成为左元帅，秦公李世民为右元帅，率领各路兵马十余万救援东都
来俊臣向左卫大将军泉献诚索取钱财，没有达到目的，便诬陷他谋反，逮捕入狱，乙亥，他被吊死	庚辰，司刑卿、检校陕州刺史李游道为冬官尚书、同平章事
庚辰，司刑卿、检校陕州刺史李游道任冬官尚书、同平章事	二月，己亥，吐蕃党项部落万余人内附，分置十州
二月，己亥，吐蕃党项部落一万余人归附唐朝，被分别安置在十个州	戊午，以秋官尚书袁智弘同平章事
戊午，朝廷任命秋官尚书袁智弘为同平章事	夏，四月，丙申，赦天下，改元如意
太后下令在并州设置北都	癸丑，同平章事李游道、王璇、袁智弘、崔神基、李元素、春官侍郎孔思元、益州长史任令辉，皆为王弘义所陷，流岭南
癸丑，同平章事李游道、王、袁智弘、崔神基、李元素、春官侍郎孔思元、益州长史任令辉，都因被王弘义诬陷，流放岭南	左羽林中郎将来子坐事流爱州，寻卒
春季，一月，庚子，太后任命夏官侍郎娄师德为同平章事	甲寅，前尚方监裴匪躬、内常侍范云仙坐私谒皇嗣腰斩于市
娄师德为人宽厚，清廉谨慎，冒犯他也不计较	自是公卿以下皆不得见
他与李昭德一同入朝，娄师德身体肥胖行动缓慢，李昭德老等他不来，便怒骂他：乡下佬	又有告皇嗣潜有异谋者，太后命来俊臣鞫其左右，左右不胜楚毒，皆欲自诬
娄师德笑着说：我不作乡下佬，谁应当作乡下佬	太常工人京兆安金藏大呼谓俊臣曰：公既不信金藏之言，请剖心以明皇嗣不反
他的弟弟授任代州刺史，将要赴任时，娄师德对他说：我任宰相，你又为州刺史，得到的恩庞太盛，是别人所妒忌的，将如何自己避祸	既引佩刀自剖其胸，五藏皆出，流血被地
他弟弟直身而跪说：今后就是有人唾我脸上，我只擦拭而已，希望不致使哥哥担忧	太后闻之，令舆入宫中，使医内五藏，以桑皮线缝之，傅以药，经宿始苏
娄师德神色忧虑地说：这正是使我担忧的	太后亲临视之，叹曰：吾有子不能自明，使汝至此
人家唾你脸，是因为恨你，你擦拭，便违反人家的意愿，正好加重人家的怒气	即命俊臣停推
唾液，不擦拭它会自己干，应当笑而承受	睿宗由是得免
朝廷停止应举的人学习《老子》，改为学习太后所编的《臣轨》	二月，丙子，新罗王政明卒，遣使立其子理洪为王
五月，癸丑，棣州河水泛滥	秋，九月，丁亥朔，日有食之
室韦反叛，唐朝派遣右鹰扬卫大将军李多祚击败他们	春，一月，以娄师德为河源等军检校营田大使
春季，一月，朝廷任命娄师德为河源等军检校营田大使	二月，武威道总管王孝杰破吐蕃论赞刃、突厥可汗子等于冷泉及大岭，各三万余人，碎叶镇守使韩思忠破泥熟俟斤等万余人
五月，魏王武承嗣等二万六千余人给太后上尊号为越古金轮圣神皇帝	天授中，遣监察御史寿春裴怀古安集西南蛮
甲午，太后驾临则天门城楼接受尊号，大赦天下罪人，更改年号	六月，癸丑，永昌蛮酋薰期帅部落二十余万户内附
戊辰，朝廷任命王孝杰为瀚海道行军总管，并受朔方道行军大总管和尚怀义的指挥	己巳，以司宾少卿姚为纳言；左肃政中丞原武杨再思为鸾台侍郎，洛州司马杜景俭为凤阁侍郎，并同平章事
己巳，朝廷任命司宾少卿姚为纳言；左肃政中丞原武人杨再思为鸾台侍郎，洛州司马杜景俭为凤阁侍郎，一并任同平章事	戊寅，鸾台侍郎、同平章事崔元综坐事流振州
岭南獠人反叛，朝廷任命容州都督张玄遇为桂、永等州经略大使以讨伐他们	正月，辛巳朔，太后加号慈氏越古金轮圣神皇帝，赦天下，改元证圣
天册万岁元年	
正月，辛巳朔，太后加尊号为慈氏越古金轮圣神皇帝，大赦天下，更改年号为证圣	周允元与司刑少卿皇甫文备奏内史豆卢钦望、同平章事韦巨源、杜景俭、苏味道、陆元方附会李昭德，不能匡正，钦望贬赵州，巨源贬麟州，景俭贬溱州，味道贬集州，元方贬绥州刺史
丙午，朝廷任命王孝杰为朔方道行军总管，进攻突厥	春，二月，己酉朔，日有食之
甲子，太后除去慈氏越古的称号	三月，丙辰，凤阁侍郎、同平章事周允元薨
秋季，七月，辛酉，吐蕃侵扰临洮，朝廷任命王孝杰为萧边道行军大总管以讨伐他们	九月，甲寅，太后合祭天地于南郊，加号天册金轮大圣皇帝，赦天下，改元
九月，甲寅，太后合祭天地于南郊，加尊号为天册金轮大圣皇帝，大赦天下，更改年号	冬，十月，突厥默啜遣使请降，太后喜，册授左卫大将军、归国公
朝廷改长安崇尊庙为太庙	二月，辛巳，尊神岳天中王为神岳天中黄帝，灵妃为天中黄后；启为齐圣皇帝；封启母神为玉京太后
癸亥，突厥阿史那默啜侵扰胜州，唐朝平狄军副使安道买将他们打败	甲子，以原州司马娄师德守凤阁侍郎、同平章事
甲子，朝廷任命原州司马娄师德守凤阁侍郎、同平章事	春，三月，戊申，清边道总管王孝杰、苏宏晖等将兵十七万与孙万荣战于东硖石谷，唐兵大败，孝杰死之
右司郎中冯翊人乔知之有美妾名叫碧玉，乔知之因为有了她而不结婚	司仆少卿来俊臣倚势贪淫，士民妻妾有美者，百方取之；或使人罗告其罪，矫称敕以取其妻，前后罗织诛人，不可胜计
武承嗣借她来教诸姬妾，便留下她不让回去	自宰相以下，籍其姓名而取之
乔知之写作《绿珠怨》送给她，她于是投井自杀	自言才比石勒
武承嗣从她裙带中搜得《绿珠怨》，大怒，示意酷吏罗织罪名上告，将乔知之灭族	监察御史李昭德素恶俊臣，又尝庭辱秋官侍郎皇甫丈备，二人共诬昭德谋反，下狱
秋季，七月，丁酉，昆明归附唐朝，唐朝在该地设置窦州	武承嗣、武三思并罢政事
九月，壬辰，太后合祭于通天宫，大赦天下罪人，更改年号	庚戌，娄师德守纳言
冬季，闰十月，甲寅，朝廷任命幽州都督狄仁杰为鸾台侍郎，司刑卿杜景俭为凤阁侍郎，一并任同平章事	凤阁舍人李峤知天官选事，始置员外官数千人
正月，甲子朔，冬至，太后在通天宫祭祀；大赦天下，更改年号	夏官侍郎宗楚客罢政事
夏官侍郎宗楚客罢免相职	春，二月，乙未，文昌右相、同凤阁鸾台三品豆卢钦望罢为太子宾客
夏季，四月，庚寅朔，太后祭祀太庙	辛丑，以娄师德充陇右诸军大使，仍检校营田事
甲午，鸾台侍郎、同平章事王方庆被罢免为麟台监	太子太保魏宣王武承嗣，恨不得为太子，意怏怏，戊戌，病薨
太子太保魏宣王武承嗣，怨恨自己不能当太子，心里不高兴，戊戌，病死	庚子，以春官尚书武三思检校内史，狄仁杰兼纳言
庚子，朝廷任命春官尚书武三思为检校内史，狄仁杰兼纳言	以司属卿武重规为天兵中道大总管，右武卫将军沙吒忠义为天兵西道总管，幽州都督下张仁愿为天兵东道总管，将兵三十万以讨突厥默啜；又以左羽林卫大将军阎敬容为天兵西道后军总管，将兵十五万为后援
朝廷任命司属卿武重规为天兵中道大总管，右武卫将军沙吒忠义为天兵西道总管，幽州都督下人张仁愿为天兵东道总管，领兵三十万以讨伐突厥阿史那默啜；又任命左羽林卫大将军阎敬容为天兵西道后军总管，领兵十五万为后援部队	九月，甲子，以夏官尚书武攸宁同凤阁鸾台三品
九月，甲子，朝廷任命复官尚书武攸宁为同凤阁鸾台三品	改默啜为斩啜
正月，丁卯朔，太后在通天宫行告朔之礼	壬戌，以皇嗣为相王，领太子右卫率
辛亥，太后赐太子姓武氏；大赦天下	太后生重眉，成八字，百官皆贺
太后长出重叠的眉毛，呈八字形，百官都祝贺	河南、北置武骑团以备突厥
秋季，七月，朝廷命令建安王武攸宜留守西京，接替会稽王武攸望	丙辰，吐谷浑部落一千四百帐内附
八月，癸巳，突骑施乌质勒派遣他儿子遮弩前来朝见，朝廷派遣侍御史元城人解琬安抚乌质勒及十姓部落	制：州县长吏，非奉有敕旨，毋得擅立碑
纳言、陇右诸军大使娄师德去世	戊申，以武三思为内史
戊申，朝廷任命武三思为内史	九月，乙亥，太后幸福昌；戊寅，还神都
九月，乙亥，回到神都	庚子，邢贞公王及善薨
庚子，邢贞公王及善去世	河溢，漂济源百姓庐舍千余家
黄河水泛滥，冲走济源百姓房屋千余家	冬，十月，丁亥，论赞婆至都，太后宠待赏赐甚厚，以为右卫大将军，使将其众守洪源谷
冬季，十月，丁亥，吐蕃论赞婆来到神都，太后给予的荣宠礼遇和赏赐都很优厚，任命他为右卫大将军，派他率领他的部众驻守洪源谷	太子、相王诸子复出阁
朝廷任命西突厥竭忠事主可汗斛瑟罗为平西军大总管，镇守碎叶	丁酉，以狄仁杰为内史
丁酉，朝廷任命狄仁杰为内史	庚子，以文昌左丞韦巨源为纳言
庚子，朝廷任命文昌左丞韦巨源为纳言	二月，乙未，同凤阁鸾台三品豆卢钦望罢为太子宾客
二月，乙未，同凤阁鸾台三品豆卢钦望被罢免为太子宾客	三月，以吐谷浑青海王宣超为乌地也拔勤忠可汗
丁卯，又回到宫中	十二月，甲寅，突厥掠陇右诸监马万余匹而去
春季，正月，丁丑，由于成州说发现了佛的足迹的缘故，武则天改年号为大足	二月，己酉，以鸾台侍郎柏人李怀远同平章事
夏季，五月，乙亥，武则天住进了三阳宫	以魏元忠为灵武道行军大总管，以备突厥
武则天任命魏元忠为灵武道行军大总管，目的是为了防备突厥的侵扰	天官侍郎盐官顾琮同平章事
天官侍郎盐官县人顾琮任同平章事	六月，庚申，以夏官尚书李迥秀同平章事
六月，庚申，武则天任命夏官尚书李迥秀为同平章事	秋，七月，甲戌，太后还宫
秋季，七月，甲戌，武则天回到宫中	甲申，李怀远罢为秋官尚书
甲申，李怀远被罢免为秋官尚书	八月，突厥默啜寇边，命安北大都护相王为天兵道元帅，统诸军击之，未行而虏退
丙申，武则天任命相王李旦主持左、右羽林卫大将军的事务	冬，十月，壬寅，太后西入关，辛酉，至京师；赦天下，改元
冬季，十月，壬寅，到达京城长安；下诏赦免天下罪犯，改年号为长安	十一月，戊寅，改含元宫为大明宫
武则天任命主客郎中郭元振为凉州都督、陇右诸军大使	春，正月，乙酉，初设武举
乙未，武则天任命相王李旦为并州牧，充任安北道行军元帅，任命魏元忠作他的副职	六月，壬戌，召神都留守韦巨源诣京师，以副留守李峤代之
六月，壬戌，武则天将神都留守韦巨源召到京师长安，指派神都副留守李峤代行他的职务	秋，七月，甲午，突厥寇代州
武则天颁下敕书：从现在起如果再有揭发光宅元年扬州徐敬业谋反案以及垂拱四年豫州李贞、博州李冲父子谋反案余党的，都不必过问，朝廷内外各衙门一律不得受理	九月，乙丑朔，日有食之，不尽如钩，神都见其既
九月，乙丑朔，出现日食，没有全食，还看到像镰刀一样的形状，在神都能见到日全食	壬申，突厥寇忻州
壬申，突厥兵进犯忻州	己卯，吐蕃遣其臣论弥萨来求和
己卯，吐蕃派大臣论弥萨前来求和	庚辰，以太子宾客武三思为大谷道大总管，洛州长史敬晖为副；辛巳，又以相王旦为并州道元帅，三思与武攸宜、魏元忠为之副；姚元崇为长史，司礼少卿郑杲为司马；然竟不行
冬季，十月，甲辰，天官侍郎、同平章事顾琮去世	戊申，吐蕃赞普将万余人寇茂州，都督陈大慈与之四战，皆破之，斩首千余级
戊子，武则天到南郊祭祀，大赦天下罪人	十二月，甲午，以魏元忠为安东道安抚大使，羽林卫大将军李多祚检校幽州都督，右羽林卫将军薛讷、左武卫将军骆务整为之副
十二月，甲午，武则天任命魏元忠为安东道安抚大使，羽林卫大将军李多祚为检校幽州都督，右羽林卫将军薛讷、左武卫将军骆务整作他的副职	戊申，置北庭都护府于庭州
春季，三月，壬戌朔，出现日食	夏，四月，吐蕃遣使献马千匹、金二千两以求婚
夏季，四月，吐蕃派遣使者前来进献马一千匹、黄金二千两，目的是为了向大唐求婚	闰月，丁丑，命韦安石留守神都
己卯，武则天将文昌台改名为中台，任命中台左丞李峤掌管纳言事务	新罗王金理洪卒，遣使立其弟崇基为王
新罗王金理洪去世，武则天派遣使者前去立他的弟弟金崇基为王	六月，辛酉，突厥默啜遣其臣莫贺干来，请以女妻皇太子之子
