春正月，初置骥厩丞，领受郡国调马	春季，正月，首次设立骥厩丞，负责接收和饲养从各郡、国征发来的马匹
琅邪太守刘朗帅二千余家降魏	东晋琅邪太守刘朗率领二千多家百姓投降了北魏
庚子，河西胡刘云等帅数万户降魏	庚子，河西一带的胡族首领刘云等人统率几万户投降北魏
太尉裕使参军檀道济、朱超石将步骑出襄阳	东晋太尉刘裕派遣参军檀道济、朱超石带领步兵骑兵进攻襄阳
超石，龄石之弟也	朱超石是朱龄石的弟弟
江夏太守刘虔之将兵屯三连，立桥聚粮以待，道济等积日不至	江夏太守刘虔之带领部队屯驻在三连，修筑桥梁，积聚粮草，等待他们的到来，但是檀道济的军队却过了许多天也没有到来
鲁轨袭击虔之，杀之	鲁轨袭击刘虔之，并把他杀了
裕使其振威将军东海徐逵之统参军蒯恩、王允之、沈渊子为前锋，出江夏口	刘裕派他的女婿、振威将军、东海人徐逵之统领参军蒯恩、王允之、沈渊子等为前锋，出击江夏口
逵之等与鲁轨战于破冢，兵败，逵之、允之、渊子皆死，独蒯恩勒兵不动	徐逵之等人在破冢与鲁轨交战，大军失败，徐逵之、王允之、沈渊子等都被杀，只有蒯恩的部队压住了阵脚，没有败退下去
轨乘胜力攻之，不能克，乃退	鲁轨乘胜对他发动了猛攻，却不能攻克他的防守，于是退了下去
渊子，林子之兄也	沈渊子是沈林子的哥哥
夏王勃勃攻秦杏城，拔之，执守将逃逵，坑士卒二万人	夏王赫连勃勃进攻后秦杏城，攻克，抓获了那里的守将姚逵，把敌军的二万士卒全部活埋
秦王兴如北地，遣广平公弼及辅国将军敛曼嵬向新平，兴还长安	后秦王姚兴前往北地，派遣广平公姚弼以及辅国将军敛曼嵬率军向新平进发，姚兴回长安
河西饥胡相聚于上党，推胡人白亚栗斯为单于，改元建平	河西一带受饥饿困扰的胡族人在上党聚集在一起，推举胡人白亚栗斯为单于，改年号为建平
以司马顺宰为谋主，寇魏河内	他们任用司马顺宰为主要谋士，进犯北魏的河内
夏，四月，魏主嗣命公孙表等五将讨之	夏季，四月，北魏国主拓跋嗣命令公孙表等五位大将前去讨伐他们
青、冀二州刺史刘敬宣参军司马道赐，宗室之疏属也	东晋青、冀二州刺史刘敬宣的参军司马道赐是晋朝宗室的远亲
闻太尉裕攻司马休之，道赐与同府壁闾道秀、左右小将王猛子谋杀敬宣，据广固以应休之	听说太尉刘裕进攻司马休之，司马道赐便与同僚辟闾道秀、身边的小将王猛子阴谋刺杀刘敬宣，然后占据广固，响应司马休之
乙卯，敬宣召道秀，屏人语，左右悉出户	乙卯，刘敬宣召见辟闾道秀，把别人全部屏退，秘密交谈，他身边的侍卫也全部被隔在窗外
猛子逡巡在后，取敬宣备身刀杀敬宣	王猛子慢慢绕到刘敬宣身后，突然抢过刘敬宣防身用的佩刀，把刘敬宣杀了
文武佐吏即时讨道赐等，皆斩之	刘敬宣手下的文武将佐、官吏马上声讨司马道赐等人，并把他们全部斩杀
己卯，魏主嗣北巡	己卯，北魏国主拓跋嗣向北巡视
五月，丁亥，魏主嗣如大宁	五月，丁亥，北魏国主拓跋嗣前往大宁
益州刺史朱龄石遣使诣河西王蒙逊，谕以朝廷威德	东晋益州刺史朱龄石派遣使节前去拜见北凉河西王沮渠蒙逊，宣扬东晋朝廷的威势和德政
蒙逊遣舍人黄迅诣龄石，且上表言：伏闻车骑将军裕欲清中原，愿为右翼，驱除戎虏	沮渠蒙逊派遣舍人黄迅前来拜见朱龄石，并且呈上奏表，说：听说车骑将军刘裕打算清剿中原地区，我甘愿做他的右翼部队，帮助他驱逐戎族强盗
夏王勃勃遣御史中丞乌洛孤与蒙逊结盟，蒙逊遣其弟湟河太守汉平莅盟于夏	夏王赫连勃勃派遣御史中丞乌洛孤与沮渠蒙逊缔结盟约，沮渠蒙逊派他的弟弟湟河太守沮渠汉平前往夏国，在盟约上签字
西秦王炽磐率众三万袭湟河，沮渠汉平拒之，遣司马隗仁夜出击炽磐，破之	西秦王乞伏炽磐统率三万大军袭击湟河，沮渠汉平抵抗，派遣司马隗仁连夜出击乞伏炽磐，把他打败
炽磐将引去，汉平长史焦昶、将军段景潜召炽磐，炽磐复攻之；昶、景因说汉平出降	乞伏炽磐刚打算带兵回去，沮渠汉平的长史焦昶、将军段景暗地里召引乞伏炽磐来攻，乞伏炽磐再次挥师进攻，焦昶、段景于是劝说沮渠汉平出城投降
仁勒壮士百余据南门楼，三日不下，力屈，为炽磐所禽	隗仁带领一百多名壮士占据南门楼，坚决不投降，围攻了三天也没有攻下，最后，他们精疲力尽，被乞伏炽磐抓获
炽磐欲斩之，散骑常侍武威段晖谏曰：仁临难不畏死，忠臣也，宜宥之以厉事君	乞伏炽磐打算杀了他，散骑常侍武威人段晖劝说道：隗仁面临危难不怕死，是一个忠臣，应该宽宥他，以此鼓励那些忠于君王的人们
乃囚之	于是，把他囚禁起来
炽磐以左卫将军匹达为湟河太守，击乙弗窟乾，降其三千余户而归	乞伏炽磐任命左卫将军乞伏匹达为湟河太守，进攻乙弗窟乾，收降了那里的三千多户百姓回来
以尚书右仆射出连虔为都督岭北诸军事、凉州刺史；以凉州刺史谦屯为镇军大将军、河州牧	又任命尚书右仆射出连虔为都督岭北诸军事、凉州刺史；任命凉州刺史乞伏谦屯为镇军大将军、河州牧
隗仁在西秦五年，段晖又为之请，炽磐免之，使还姑臧	隗仁在西秦被囚五年之后，段晖又为他求情，乞伏炽磐赦免了他，让他回姑臧
西秦王炽磐以秦州刺史昙达为尚书令，光禄勋王松寿为秦州刺史	西秦王乞伏炽磐任命秦州刺史乞伏昙达为尚书令，任命光禄勋王松寿为秦州刺史
辛亥晦，日有食之	辛亥晦，出现日食
八月，甲子，太尉裕还建康，固太傅、州牧，其馀受命	八月，甲子，东晋太尉刘裕回到建康，坚决辞让太傅、扬州牧，接受其余任命
以豫章公世子义符为兖州刺史	任命世子豫章公刘义符为兖州刺史
丁未，谢裕卒；以刘穆之为左仆射	丁未，东晋尚书左仆射谢裕去世，任命刘穆之为尚书左仆射
九月，己亥，大赦	九月，己亥，东晋实行大赦
夏赫连建将兵击秦，执平凉太守姚军都，遂入新平	夏国赫连建带领部队进攻后秦，抓获了平凉太守姚军都，于是又进犯新平
广平公弼与战于龙尾堡，禽之	后秦广平公姚弼与他们在龙尾堡接战，把赫连建活捉
林邑寇交州，州将击败之	林邑进犯东晋的交州，州的守将把来敌打败
西秦王炽磐攻秦洮阳公彭利和於川，沮渠蒙逊攻石泉以救之	西秦王乞伏炽磐在川进攻后秦洮阳公彭利和，沮渠蒙逊进攻西秦所属的石泉，以此解救彭利和
炽磐至沓中，引还	乞伏炽磐的大军抵达沓中，听说消息后，带兵回国
二月，炽磐遣襄武侯昙达救石泉，蒙逊亦引去	二月，乞伏炽磐派遣襄武侯乞伏昙达营救石泉，沮渠蒙逊也带兵回去了
蒙逊遂与炽磐结和亲	沮渠蒙逊于是和乞伏炽磐通婚讲和
夏，四月，壬子，魏大赦，改元泰常	夏季，四月，壬子，北魏实行大赦，改年号为泰常
西秦襄武侯昙达等击秦秦州刺史姚艾于上，破之，徙其民五千余户於罕	西秦国襄武侯乞伏昙达等在上袭击后秦国秦州刺史姚艾，并把他打败，把当地的五千多户居民强行迁移到罕
五月，癸巳，加太尉裕领北雍州刺史	五月，癸巳，东晋加授太尉刘裕兼任北雍州刺史
六月，丁巳，魏主嗣北巡	六月，丁已，北魏国主拓跋嗣巡视北方
并州胡数万落叛秦，入于平阳，推匈奴曹弘为大单于，攻立义将军姚成都于匈奴堡	并州的几万帐落的胡人背叛后秦，来到平阳，推举匈奴人曹弘为大单于，向匈奴堡开进，攻伐立义将军姚成都
征东将军姚懿自蒲坂讨之，执弘，送长安，徙其豪右万五千落于雍州	征东将军姚懿从蒲坂发兵讨伐他们，抓住了曹弘，押送到长安，并把他们中间的一万五千落篷帐的豪门大族迁往雍州
八月，丙午，大赦	八月，丙午，东晋实行大赦
宁州献琥珀枕于太尉裕	东晋宁州把一个琥珀做的枕头进献给太尉刘裕
裕以虎珀治金创，得之大喜，命碎捣分赐北征将士	刘裕因为琥珀可以治疗外伤，所以得到这个枕头非常高兴，命令把它捣碎，分别赐给即将要去北方征战的将士
初，魏主嗣使公孙表讨白亚栗斯，曰：必先与秦洛阳戍将相闻，使备河南岸，然后击之	当初，北魏国主拓跋嗣派遣公孙表前去讨伐白亚栗斯，说：一定事先通知秦国的洛阳守将，让他们在黄河南岸严密设防，然后进攻他
表未至，胡人废白亚栗斯，更立刘虎为率善王	公孙表还没有到达，胡人便废黜了白亚栗斯，重新拥立刘虎为率善王
表以胡人内自携贰，势必败散，遂不告秦将而击之，大为虎所败，士卒死伤甚众	公孙表以为胡人内部勾心斗角、毫不团结，结果一定会失败溃散，于是并不通告后秦的守将，便发动了进攻，被刘虎打得大败，士卒中死伤的人很多
冬，十月，壬戌，魏主嗣如豺山宫	冬季，十月，壬戌，北魏国主拓跋嗣前往豺山宫
西秦王炽磐使秦州刺史王松寿镇马头，以逼秦之上	西秦王乞伏炽磐派遣秦州刺史王松寿镇守马头，用来对后秦的上造成压力
十一月，甲戌，魏主嗣还平城	十一月，甲戌，北魏国主拓跋嗣回到平城
太尉裕遣左长史王弘还建康，讽朝廷求九锡	太尉刘裕派遣左长史王弘返回建康，委婉地向安帝请求，加授自己九锡
时刘穆之掌留任，而旨从北来，穆之由是愧惧发病	这时刘穆之执掌留守的大权，但是这旨意却是刘裕自己在北方提出，又通过别人传来，刘穆之从此既惭愧又害怕，得了疾病
弘，之子也	王弘是王的儿子
十二月，壬申，诏以裕为相国、总百揆、扬州牧，封十郡为宋公，备九锡之礼，位在诸侯王上，领征西将军、司·豫·北徐·雍四州刺史如故	十二月，壬申，安帝下诏任命刘裕为相国、总百揆、扬州牧，加封为食邑十郡的宋公，备办九锡的礼仪，尊位在各诸侯王之上，并仍像原来那样兼任征西将军，司、豫、北徐、雍四州刺史
裕辞不受	刘裕推辞，不接受任命
西秦王炽磐遣使诣太尉裕，求击秦以自效	西秦王乞伏炽磐派遣使节前来拜见东晋太尉刘裕，请求进攻后秦，主动为刘裕效力
裕拜炽磐平西将军、河南公	刘裕授乞伏炽磐为平西将军、河南公
秦姚懿司马孙畅说懿使袭长安，诛东平公绍，废秦主泓而代之	后秦姚懿的司马孙畅劝说姚懿，让他去回击长安，杀死东平公姚绍，废掉国主姚泓，自己代替他登基
懿以为然，乃散谷以赐河北夷、夏，欲树私恩	姚懿认为很对，于是把粮食发放给河北的夷族与汉族，打算以此树立一些个人的恩德，收买民心
左常侍张敞、侍郎左雅谏曰殿下以母弟居方面，安危休戚，与国同之	左常侍张敞、侍郎左雅劝阻他说：殿下以皇帝的同母弟弟的身份坐镇一方，自己的安危悲喜，与皇帝和国家是一样的
今吴寇内侵，四州倾没，西虏扰边，秦、凉覆败，朝廷之危，有如累卵	现在吴地的敌人前来侵犯，四州已经丧失，西部的强盗也不断地骚扰边境，秦州、凉州已经倾覆失败，朝廷的危险程度，像垒在一起的鸡蛋那样
谷者，国之本也，而殿下无故散之，虚损国储，将若之何	粮食是国家政权稳定的基础，殿下无缘无故地把它散发掉，倒空损耗国家的储备，将来怎么办
懿怒，笞杀之	姚懿勃然大怒，鞭打他们至死
是岁，魏卫将军安城孝元王叔孙俊卒	这一年，北魏卫将军、安城孝元王叔孙俊去世
魏主嗣甚惜之，谓其妻桓氏曰；生同其荣，能没同其戚乎	北魏国主拓跋嗣非常惋惜他，对他的妻子桓氏说：生的时候可以和他一起享受荣华富贵，死后能和他一起承受悲哀吗
桓氏乃缢而焉	桓氏于是自己上吊而死，死后二人合葬
春，正月，甲戌朔，日有食之	春季，正月，甲戌朔，出现日食
太尉裕引水军发彭城，留其子彭城公义隆镇彭城	东晋太尉刘裕从彭城率水军出发西上，留下他的儿子、彭城公刘义隆镇守彭城
诏以义隆为监徐·兖·青·冀四州诸军事、徐州刺史	晋安帝司马德宗下诏，任命刘义隆为监徐、兖、青、冀四州诸军事，兼徐州刺史
西秦安东将军木弈干击吐谷浑树洛干，破其弟阿柴干尧杆川，俘五千余口而还	西秦安东将军乞伏木弈干，进攻吐谷浑汗国可汗树洛干，在尧杆川大败他的弟弟阿柴，俘虏五千多人班师
树洛干走保白兰山，惭愤发疾，将卒，谓阿柴曰：吾子拾虔幼弱，今以大事付汝	树洛干逃走，退保白兰山；他又羞又愤，大病不起，临死前，他对阿柴说：我的儿子慕容拾虔年小，我如今把身后大事托付给你
树洛干卒，阿柴立，自称骠骑将军、沙州刺史	树洛干去世，阿柴继位，自称为骠骑将军、沙州刺史
谥树洛干曰武王	追赠树洛干为武王
