春，正月，甲申，魏主备法驾，诣道坛受符，旗帜尽青	春季，正月，甲申，北魏国主拓跋焘备好车驾，打着全青色的旗帜来到道教神坛前接受符
壬申，陈朝任命开府仪同三司吴明彻为司空	三月，壬寅，周主还长安；夏，四月，乙卯，复如同州
三月，壬寅，又去同州	己未，上享太庙
己未，陈宣帝到太庙祭祀	尚书左仆射王卒
陈朝的尚书左仆射王死	五月，壬辰，周主还长安
五月，壬辰，北周国主回长安	六月，戊申朔，日有食之
六月，戊申朔，出现日食	辛亥，周主享太庙
秋季，八月，乙卯，北周国主回长安	周太子伐吐谷浑，至伏俟城而还
北周太子征讨吐谷浑，到达伏俟城以后就返回了	丁卯，以司空吴明彻为南兖州刺史
北周国主对群臣说：朕去年因为生病，所以没有能平定逃亡在外的盗贼	齐主命立重赏以募战士，而竟不出物
以前进入齐的国境，见到对方的所有情况，他们指挥军队，简直同小孩子玩游戏那样	广宁王孝珩请使任城王将幽州道兵入土门，扬声趣并州，独孤永业将洛州道兵入潼关，扬声趣长安，臣请将京畿兵出滏口，鼓行逆战
何况朝廷昏聩混乱，朝政被一帮小人操纵，老百姓都在哀号，朝不保夕	敌闻南北有兵，自然逃溃
上天赐给我们而不去谋取，恐怕会留下后悔	又请出宫人珍宝赏将士
去年进军河阴，只如同用手拍打对方的后背，没有扼住对方的喉咙	齐主不悦
晋州原先是高欢起兵发迹的地方，也是镇守统辖要害重地，现在我们去进攻晋州，对方一定要派兵来救援；我们的军队严阵以待，发起攻击后一定可以攻克	斛律孝卿请齐主亲劳将士，为之撰辞，且曰：宜慷慨流涕，以感激人心
然后借着破竹之势，大张旗鼓地向东进攻，足以捣平他们的巢穴，统一天下	齐主既出，临众，将令之，不复记所受言，遂大笑，左右亦笑
将领们都不愿意行动	将士怒曰：身尚如此，吾辈何急
武帝说：机不可失	皆无战心
凡阻滞我军事行动的人，一定按军法制裁	于是自大丞相已下，太宰、三师、大司马、大将军、三公等官，并增员而授，或三或四，不可胜数
二月，壬午，陈宣帝到藉田举行耕种的仪式	丙午，周主宴从官将士于齐太极殿，颁赏有差
丙午，北周国主在北齐的太极殿赐宴随从的官员将士，按等级给予赏赐	己巳，周主享太庙
六月，丁卯，北周国主到东部巡视	上闻周人灭齐，欲争徐、兖，诏南兖州刺史、司空吴明彻督诸军伐之，以其世子戎昭、将军惠觉摄行州事
秋季，七月，丙戌，驾临洛州	明彻军至吕梁，周徐州总管梁士彦帅众拒战，戊午，明彻击破之
八月，壬寅，议定度量衡制度，向四方颁布	士彦婴城自守，明彻围之
十一月，壬申，北周立皇子宇文充为道王，宇文兑为蔡王	癸酉，周遣上大将军王轨将兵救徐州
起初，北周在晋州打败北齐军队，乘胜追逐北上，北齐人所丢弃的盔甲兵器，来不及收罗集中；稽胡钻空子偷偷出动，将丢弃的东西全都盗走	周诏：自永熙三年以来，东土之民掠为奴婢，及克江陵之日，良人没为奴婢者，并放为良
仍旧立刘蠡升的孙子刘没铎为君主，称圣武皇帝，改年号为石平	又诏：后宫唯置妃二人，世妇三人，御妻三人，此外皆减之
己亥晦，出现日食	周初行《刑书要制》：群盗赃一匹，及正、长隐五丁、若地顷以上，皆死
北周开始实行《刑书要制》：凡盗窃一匹赃物，以及闾正、里正、族正、保长、党长隐满五个丁口、一百亩地以上的，都处死	十二月，戊申，新作东宫成，太子徙居之
庚申，北周国主去并州，将并州的四万户军民迁移到关中地区	高宝宁自黄龙上表劝进于高绍义，绍义遂称皇帝，改元武平，以宝宁为丞相
戊辰，废除并州的宫室和六府	突厥佗钵可汗举兵助之
高宝宁从黄龙上表劝高绍义当皇帝，高绍义于是做了皇帝，改年号为武平，任命高宝宁为丞相	春，正月，壬午，周主幸邺；辛卯，幸怀州；癸巳，幸洛州
突厥佗钵可汗举兵帮助高绍义	置怀州宫
二月，甲辰，北周谯孝王宇文俭去世	丁巳，周主还长安
三月，戊辰，北周在蒲州营建宫室，废除同州和长春二宫	甲戌，周主初服常冠，以皂纱全幅向后发，仍裁为四脚
甲戌，北周国主初次戴平日用的帽子，用整幅的黑纱从前向后包扎头发，并裁成四个帽翅	丙子，命中军大将军、开府仪同三司淳于量为大都督，总水陆诸军事，镇西将军孙都督荆、郢诸军，平北将军樊毅都督清口上至荆山缘淮诸军，宁远将军任忠都督寿阳、新蔡、霍州诸军，以备周
丙子，陈朝任命中军大将军、开府仪同三司淳于量为大都督，总管水路和陆路的军事，镇西将军孙都督荆州、郢州的军队，平北将军樊毅都督清口上到荆山沿淮河一带的军队，宁远将军任忠都督寿阳、新蔡、霍州的军队，以防备北周的军事行动	乙酉，大赦
乙酉，陈朝大赦全国	壬辰，周改元宣政
壬辰，北周改年号为宣政	夏，四月，庚申，突厥寇周幽州，杀掠吏民
五月，己丑，北周武帝率领军队征讨突厥，派柱国原公宇文姬愿、东平公宇文神举等领兵分五路并进	闰月，乙亥，周主立妃杨氏为皇后
闰月，乙亥，北周国主宣帝宇文立妃子杨氏为皇后	辛巳，周以赵王招为太师，陈王纯为太傅
庚戌，北周国主封弟弟宇文元为荆王	周主诏：诸应拜者，皆以三拜成礼
甲寅，陈宣帝驾临娄湖对众官盟誓	冬，周主还长安
乙卯，分派大使将盟誓对全国宣布，使上下互相告诫防备	以大司空王谊为襄州总管
戊子，陈朝任命尚书左仆射陆缮为尚书仆射	十一月，突厥寇周边，围酒泉，杀掠吏民
十一月，突厥入侵北周边境，包围酒泉，屠杀抢掠当地官吏百姓	十二月，甲子，周以毕王贤为大司空
十二月，甲子，北周任命毕王宇文贤为大司空	己丑，周以河阳总管滕王为行军元帅，帅从入寇
癸卯，北周立皇子宇文阐为鲁王	二月，癸亥，上耕藉田
北周停止南征的军事行动	突厥佗体可汗请和于周，周主以赵王招女为千金公主，妻之，且命执送高绍义；佗钵不从
秋季，七月，庚寅，北周任命杨坚为大前疑，柱国司马消难为大后承	辛卯，初用大货六诛钱
辛卯，陈朝开始使用六铢钱的大钱币	丙申，周纳司马消难女为正阳宫皇后
丁卯，陈朝宣帝在大壮观阅兵	壬申，周天元还长安
命令都督任忠率领十万步骑兵在玄武湖列阵，都督陈景统率五百艘楼船出瓜步江，整顿部队而返	甲戌，以陈山提、元晟并为上柱国
甲戌，陈朝任命尚书仆射陆缮为尚书左仆射	十一月，辛卯，大赦
乙未，北周天元皇帝去骊山的温泉	戊戌，周军进围寿阳
戊戌，北周军队进攻并包围寿阳	周天元如同州
北周天元皇帝去同州	诏开府仪同三司、南兖州刺史淳于量为上流水军都督，中领军樊毅都督北讨诸军事，左卫将军任忠都督北讨前军事，前丰州刺史皋文奏帅步骑三千趣阳平郡
陈宣帝诏令开府仪同三司、南兖州刺史淳于量为上流水军都督，中领军樊毅都督北讨诸军事，左卫将军任忠都督北讨前军事，前丰州刺史皋文奏率领三千步骑兵进取阳平郡	壬寅，周天元还长安
十二月，戊午，北周天元皇帝因为一再出现灾异现象，不用仪仗和护卫，去天兴宫斋戒	乙丑，南·北兖、晋三州及盱眙、山阳、阳平、马头、秦、历阳、沛、北谯、南梁等九郡民并自拔还江南
朝廷百官对他上表，劝他恢复睡觉用膳	周又取谯、北徐州
甲子，天元皇帝回宫，在正武殿召集百官、宫人、宫廷外臣以下的母亲、妻子，摆开了许多杂技歌舞，初次演出西域地方的乞寒戏	自是江北之地尽没于周
北周天元皇帝去洛阳，亲自驾驭驿马，一天走三百里，四位皇后以及文武侍卫几百人乘驿马在后面跟从	癸酉，遣平北将军沈恪、电威将军裴子烈镇涂州，开远将军徐道奴镇栅口，前信州刺史杨宝安镇白下
又命令四位皇后和自己并驾齐驱，走得有先后时，便加以斥责，弄得人困马乏跌倒在地，一路上接连不断出现	戊寅，以中领军樊毅都督荆、郢、巴、武四州水陆诸军事
春季，正月，癸巳，北周天元皇帝到太庙癸祀祖先	戊戌，以左卫将军任忠为南豫州刺史，督缘江军防事
戊戌，陈朝任命左卫将军任忠为南豫州刺史，负责沿江一带的军事防务	乙卯，周税入市者人一钱
乙卯，北周朝廷向出入集市的人每人征税一文钱	二月，丁巳，周天元幸露门学，释奠
二月，丁巳，北周天元皇帝驾幸露门学，陈设酒食祭祀孔子	戊午，突厥入贡于周，且迎千金公主
夏季，四月，癸亥，南陈尚书左仆射陆缮去世	己巳，周天元祠太庙；己卯，大雩；壬午，幸仲山祈雨，甲申，还宫，令京城士女于衢巷作乐迎候
癸丑，北周静帝封其弟宇文衍为叶王，宇文术为郢王	周豫、荆、襄三州蛮反，攻破郡县
北周益州总管王谦也不愿意依附杨坚，于是出动巴、蜀地区的军队攻打始州	戊辰，诏以司马消难为大都督水陆诸军事
新任益州总管梁睿到汉川以后，无法再继续前进，杨坚即任命梁睿为行军元帅讨伐王谦	庚午，通直散骑常侍淳于陵克临江郡
癸酉，陈朝智武将军鲁广达攻克北周郭默城	周以汉王赞为太师，申公李穆为太傅，宋王实为大前疑，秦王贽为大右弼，燕公于为大左辅
丙子，通直散骑常侍淳于陵攻克北周州城	，仲文之父也
乙卯，北周朝廷大赦天下	周王谊帅四总管至郧州，司马消难拥其众以鲁山、甑山二镇来降
北周行军元帅王谊统领四位总管进至郧州，司马消难率军献鲁山、甑山二镇归降南陈	周以神武公窦毅为大司马，齐公于智为大司空；九月，以小宗伯竟陵公杨惠为大宗伯
北周朝廷任命神武公窦毅为大司马，齐公于智为大司空；九月，又任命小宗伯竟陵公杨惠为大宗伯	丁亥，周将王延贵帅众援历阳；任忠击破之，生擒延贵
冬季，十月，甲寅，出现日食	周丞相坚杀陈惑王纯及其子
十二月，庚辰，南陈河东康简王陈叔献去世	癸亥，周诏诸改姓者，宜悉复旧
癸亥，北周静帝下诏令在西魏时改姓鲜卑姓氏的人，都应恢复原来的姓氏	甲子，周以大丞相坚为相国，总百揆，去都督中外、大冢宰之号，进爵为王，以安陆等二十郡为随国，赞拜不名，备九锡之礼；坚受王爵、十郡而已
乙亥，南陈宣帝亲自耕种藉田	隋主封其弟邵公慧为滕王，安公爽为卫王，子雁门公广为晋王，俊为秦王，秀为越王，谅为汉王
庚子，隋文帝颁下诏令，百官大臣凡在前代北周所受封的官品爵位，都仍旧不予降低	丁未，梁主遣其弟太宰岩入贺于隋
夏季，四月，辛巳，隋朝大赦天下罪人	散骑常侍韦鼎、兼通直散骑常侍王聘于周
戊戌，全部释放录属于太常寺演奏散乐的乐户为平民百姓，但仍然禁止演出杂戏	辛丑，至长安，隋已受禅，隋主致之介国
壬辰，隋文帝驾幸岐州	十一月，丁卯，隋遣兼散骑侍郎郑来聘
十一月，丁卯，隋文帝派遣兼散骑侍郎郑到陈朝聘问	十二月，庚子，隋主还长安，复郑译官爵
三月，己巳，陈朝任命尚书左仆射晋安王陈伯恭为湘州刺史，永阳王陈伯智为尚书仆射	夏，四月，庚寅，隋大将军韩僧寿破突厥于鸡头山，上柱国李充破突厥于河北山
壬戌，隋任穆公于翼卒	壬戌，隋朝任穆公于翼去世
甲子，隋更命传国玺曰：受命玺	甲子，隋朝改传国玺名为受命玺
六月，甲申，隋遣使来吊	六月，甲申，隋朝派遣使者到陈朝吊唁
乙酉，隋上柱国李光败突厥于马邑	乙酉，隋朝上柱国李光在马邑打败突厥军队
突厥又寇兰州，凉州总管贺娄子干败之于洛可	突厥军队又进犯兰州，被隋朝凉州总管贺娄子干在可洛打败
隋主嫌长安城制度狭小，又宫内多妖异	隋文帝嫌长安宫城的规模狭小，而且宫中经常出现妖妄怪异现象
纳言苏威劝帝迁都，帝以初受命，难之；夜，与威及高共议	纳言苏威劝文帝迁都，文帝因为受命登基不久，不宜轻动，因此感到很为难，于是就在夜里与苏威、尚书左仆射高一起商议
明旦，通直散骑庾秀才奏曰：臣仰观乾象，俯察图记，必有迁都之事	第二天早朝，通直散骑常侍庾季才上奏说：我在昨晚仰头观察天象，又俯身对照察看图记，发现一定要迁移都城
且汉营此城，将八百岁，水皆咸卤，不甚宜人	况且从汉朝初年营建此城，至今已八百多年，水质变咸，不再适合饮用
愿陛下协天人之心，为迁徙之计	希望陛下上应天意，下顺民心，制定出迁都的计划
帝愕然，谓、威曰：是何神也	隋文帝很吃惊，对高、苏威说：这多么灵验啊
太师李穆亦上表请迁都	太师李穆也上表请求迁都，文帝看了他的奏疏后说：天道明察，已经出现了迁都的征兆；太师是人望所归，又上表请求
帝省表曰：天道聪明，已有征应；太师人望，复抗此崐请；无不可矣	由此看来，没有什么不可以了
丙申，诏高等创造新都于龙首山	丙申，隋文帝下诏令高等人负责在龙首山一带建造新宫城
以太子左庶子宇文恺有巧思，领营新都副监	因为太子左庶子宇文恺在建筑方面有巧妙的构思，于是任命他担任营建新城的副监
恺，忻之弟也	宇文恺是宇文忻的弟弟
秋，七月，辛未，大赦	秋季，七月，辛未，陈朝大赦天下
丙午，以长沙王叔坚为司空，将军、刺史如故	丙午，陈朝任命长沙王陈叔坚为司空，他的骠骑将军、扬州刺史职务仍旧
冬，十月，癸酉，隋太子勇屯兵咸阳以备突厥	冬季，十月，癸酉，隋朝皇太了杨勇率军驻扎咸阳以防备突厥
十二月，丙子，隋命新都曰大兴城	十二月，丙子，隋朝命名新都为大兴城
乙酉，隋遣沁源公虞庆则屯弘化以备突厥	乙酉，隋朝派遣沁源公虞庆则率军驻扎弘化郡以防备突厥
