初命晋大夫魏斯、赵籍、韩虔为诸侯	周威烈王姬午初次分封晋国大夫魏斯、赵籍、韩虔为诸侯国君
春，正月，元会，撤乐，不陈充庭车	春季，正月，在举行元旦朝会时，取消奏乐和在庭中陈列御用车驾的仪式
丙午，诏减百官及州郡县奉各有差	正月丙午，下诏削减文武百官及州郡县各级官吏的俸禄，依照等级，各有差别
二月，南匈奴寇常山	二月，南匈奴军进攻常山
戊子，杜陵园火	戊子，汉宣帝陵园杜陵园失火
癸巳，郡国九地震	癸巳，有九个郡和封国发生地震
夏，四月，六州蝗	夏季，四月，有六个州发生蝗灾
丁丑，赦天下	四月丁丑，大赦天下
秋，七月，乙酉，三郡大水	秋季，七月乙酉，有三个郡发生水灾
九月，甲申，益州郡地震	九月甲申，益州郡发生地震
太后诏阴后家属皆归故郡，还其资财五百余万	邓太后下诏，准许被贬逐的阴皇后的家属全部返回原郡，发还被官府没收的资产五百余万
	五年
春，正月，庚辰朔，日有食之	春季，正月庚辰朔，出现日食
丙戌，郡国十地震	丙戌，有十个郡和封国发生地震
已丑，太尉张禹免	已丑，将太尉张禹免职
甲申，以光禄勋颍川李修为太尉	甲申，将光禄勋颍川人李任命为太尉
夫馀王寇乐浪	夫馀国国王进攻乐浪郡
高句骊王宫与秽貊寇玄菟	高句骊国国王宫和貊部落进攻玄菟郡
夏，闰四月，丁酉，赦凉州、河西四郡	夏季，闰四月丁酉，在凉州与河西四郡实行大赦
是岁，九州蝗，郡国八雨水	本年，有九个州发生蝗灾，有八个郡和封国大雨成灾
	六年
三月，十州蝗	三月，有十个州发生蝗灾
夏，四月，乙丑，司空张敏罢	夏季，四月乙丑，将司空张敏罢免
已卯，以太常刘恺为司空	四月己卯，将太常刘恺任命为司空
诏建武元功二十八将皆绍封	诏书宣布，光武帝建武时期的元勋&#0;&#0;二十八将的封爵，无论曾否撤销，一律由其后裔继承
五月，旱	五月，发生旱灾
丙寅，诏令中二千石下至黄绶，一切复秩	丙寅，诏书命令全国官员，上自中二千石，下至黄绶&#0;&#0;四百石到二百石的小吏，一律恢复原来的俸禄
六月，壬辰，豫章员溪原山崩	六月壬辰，豫章郡员溪原山发生山崩
辛巳，赦天下	辛巳，大赦天下
春，二月，丙午，郡国十八地震	春季，二月丙午，有十八个郡和封国发生地震
丙申晦，日有食之	丙申晦，出现日食
秋，护羌校尉侯霸、骑都尉马贤击先零别部牢羌于安定，获首虏千人	秋季，护羌校尉侯霸、骑都尉马贤在安定郡进攻羌人先零部落的分支牢羌，斩首俘获一千人
蝗	发生蝗灾
	元初元年
春，正月，甲子，改元	春季，正月甲子，改年号
二月，乙卯，日南地坼，长百余里	二月乙卯，日南郡发生地裂，长一百余里
三月，癸亥，日有食之	三月癸亥，出现日食
诏遣兵屯河内通谷冲要三十六所，皆作坞壁，设鸣鼓，以备羌寇	朝廷下诏，派兵驻守河内郡关隘要冲三十六处，各处全都修筑堡寨，设置传警之鼓，以防备羌人进攻
夏，四月，丁酉，赦天下	夏季，四月丁酉，大赦天下
京师及郡国五旱，蝗	京城洛阳及五个郡和封国发生旱灾、蝗灾
五月，先零羌寇雍城	五月，羌人先零部落进攻雍城
蜀郡夷寇蚕陵，杀县令	罗郡夷人进攻蚕陵县，杀死县令
九月，乙丑，太尉李罢	九月乙丑，将太尉李罢免
辛未，以大司农山阳司马苞为太尉	九月辛未，将大司农山阳人司马苞任命为太尉
冬，十月，戊子朔，日有食之	冬季，十月戊子朔，出现日食
凉州刺史皮杨击羌于狄道，大败，死者八百余人	凉州刺史皮杨在狄道与羌军交战，皮杨大败，八百余人战死
是岁，郡国十五地震	本年，有十五个郡和封国发生地震
	二年
零昌分兵寇益州，遣中郎将尹就讨之	零昌分兵攻打益州，朝廷派遣中郎将尹就进行讨伐
夏，四月，丙午，立贵人荥阳阎氏为皇后	夏季，四月丙午，将贵人荥阳人阎氏立为皇后
后性妒忌，后宫李氏生皇子保，后鸩杀李氏	阎皇后生性忌妒，宫女李氏生下皇子刘保，阎皇后便将她毒死
六月，丙戌，太尉司马苞薨	六月丙戌，太尉司马苞去世
秋，七月，辛巳，以太仆泰山马英为太尉	秋季，七月辛巳，将太仆泰山人马英任命为太尉
壬午晦，日有食之	九月壬午晦，出现日食
十一月，庚申，郡国十地震	十一月庚申，有十个郡和封国发生地震
十二月，武陵澧中蛮反，州郡讨平之	十二月，武陵郡澧中蛮人反叛，被州郡官府剿平
已酉，司徒夏勤罢	己酉，将司徒夏勤罢免
庚戌，以司空刘恺为司徒，光禄勋袁敞为司空	庚戌，将司空刘恺任命为司徒，将光禄勋袁敞任命为司空
敞，安之子也	袁敞是袁安之子
郡国十地震	有十个郡和封国发生地震
三月，辛亥，日有食之	三月辛亥，出现日食
夏，四月，京师旱	夏季，四月，京城洛阳发生旱灾
五月，武陵蛮反，州郡讨破之	五月，武陵郡蛮人反叛，州郡官府进行讨伐，打败叛军
癸酉，度辽将军邓遵率南单于击零昌于灵州，斩首八百余级	癸酉，度辽将军邓遵率领南匈奴单于，在灵州进攻零昌，斩杀八百余人
越徼外夷举种内属	越边境外的夷人，整个部落归附汉朝
六月，中郎将任尚遣兵击破先零羌于丁奚城	六月，中郎将任尚派兵在丁奚城打败羌人先零部落
秋，七月，武陵蛮复反，州郡讨平之	秋季，七月，武陵蛮人再次反叛，被州郡官府剿平
九月，筑冯翊北界候坞五百所以备羌	九月，在冯翊北部边界修筑堡寨五百处，防备羌军
冬，十一月，苍梧、郁林、合浦蛮夷降	冬季，十一月，苍梧、郁林、合浦三郡蛮夷投降
癸卯，郡国九地震	十一月癸卯，有九个郡和封国发生地震
十二月，丁巳，任尚遣兵击零昌于北地，杀其妻子，烧其庐舍，斩首七百余级	十二月丁巳，任尚派兵在北地进攻零昌，杀死零昌的妻子儿女，焚烧他们的住舍，将七百余人斩首
春，二月，乙巳朔，日有食之	春季，二月乙巳朔，出现日食
乙卯，赦天下	二月乙卯，大赦天下
壬戌，武库灾	二月壬戌，武库失火
六月，戊辰，三郡雨雹	六月戊辰，有三个郡发生雹灾
秋，七月，京师及郡国十雨水	秋季，七月，京城洛阳及十个郡和封国大雨成灾
冬，十一月，已卯，彭城靖王恭薨	冬季，十一月已卯，彭城靖王刘恭去世
越夷以郡县赋敛烦数，十二月，大牛种封离等反，杀遂久令	赵夷人因郡县官府征收赋税繁重，十二月，大牛部落封离等人反叛，杀死遂久县令
是岁，郡国十三地震	本年，有十三个郡和封国发生地震
春，三月，京师及郡国五旱	春季，三月，京城洛阳及五个郡和封国发生旱灾
夏，六月，高句骊与秽貊寇玄菟	夏季，六月，高句丽国与貊部落一同进攻玄菟郡
秋，八月，丙申朔，日有食之	秋季，八月丙申朔，出现日食
邓遵募上郡全无种羌雕何刺杀狼莫；封雕何为羌侯	度辽将军邓遵收买上郡羌人全无部落的雕何刺杀了狼莫，朝廷将雕何封为羌侯
自羌叛十余年间，军旅之费，凡用二百四十余亿，府帑空竭，边民及内郡死者不可胜数，并、凉二州遂至虚耗	自从羌人反叛，十余年间，军费开支共计二百四十多亿，国库枯竭，边疆及内地百姓的死亡人数多得无法统计，并州、凉州两州因此而空虚衰败
及零昌、狼莫死，诸羌瓦解，三辅、益州无复寇警	及至零昌、狼莫死后，羌人各部落瓦解，三辅和益州不再有战争的警报
诏封邓遵为武阳侯，邑三千户	朝廷将邓遵封为武阳侯，享有三千户食邑
遵以太后从弟，故爵封优大	因邓遵是邓太后的堂弟，所以封赐优厚
任尚与遵争功，又坐诈增首级、受赇枉法赃千万已上，十二月，槛车徵尚，弃市，没入财物	任尚与邓遵争功，又被指控虚报斩杀敌人数量、枉法贪赃一千万钱以上，十二月，将他用囚车押回京城，在闹市斩首，尸体暴露街头，财产没收
邓骘子侍中凤尝受尚马，骘髡妻及凤以谢罪	邓骘的儿子、侍中邓凤曾接受过任尚的赠马，于是邓骘用剃发的髡刑来惩罚自己的妻子和邓凤，向朝廷谢罪
是岁，郡国十四地震	本年，有十四个郡和封国发生地震
春，二月，乙巳，京师及郡国四十二地震	春季，二月乙巳，京城洛阳及四十二个郡和封国发生地震
夏，四月，沛国、勃海大风，雨雹	夏季，四月，沛国、勃海刮大风，下冰雹
五月，京师旱	五月，京城洛阳发生旱灾
六月，丙戌，平原哀王得薨，无子	六月丙戌，平原哀王刘得去世，没有子嗣
冬，十二月，戊午朔，日有食之，既	冬季，十二月戊午朔，出现日全食
郡国八地震	有八个郡和封国发生地震
是岁，太后征和帝弟济北王寿、河间王开子男女年五岁以上四十余人，及邓氏近亲子孙三十余人，并为开邸第，教学经书，躬自监试	本年，邓太后征召和帝的弟弟、济北王刘寿和河间王刘开五岁以上的子女，共四十余人，以及邓氏家族的近亲子孙三十余人，为他们建立官舍，教学儒家经书，邓太后亲自监督考试
诏从兄河南尹豹、越骑校尉康等曰：末世贵戚食禄之家，温衣美饭，乘坚驱良，而面墙术学，不识臧否，斯故祸败之所从来也	她下诏给堂兄、河南尹邓豹和越骑校尉邓康等人说：处于末世的皇亲国戚和官宦人家，穿暖衣，吃美食，乘坚车，驱良马，但对待学术，却如面向墙壁而目无所见，不知道善恶得失，这就是灾祸与败亡的由来
初，西域诸国既绝于汉，北匈奴复以兵威役属之，与共为边寇	起初，西域各国同汉朝断绝关系以后，北匈奴重新以武力相威胁，驱使西域各国向自己臣服，并一同侵犯汉朝边境
敦煌太守曹宗患之，乃上遣行长史索班将千余人屯伊吾以招抚之	敦煌太守曹宗对此感到忧虑，便请示朝廷，派遣代理长史索班率领一千余人驻扎伊吾，对西域各国进行招抚
于是车师前王及鄯善王复来降	于是车师前王及鄯善王再度前来归降
春，三月，丁酉，济北惠王寿薨	春季，三月丁酉，济北惠王刘寿去世
沈氐羌寇张掖	羌人沈氐部落攻打张掖郡
秋，七月，乙酉朔，日有食之	秋季，七月乙酉朔，出现日食
冬，十月，已巳，司空李免	冬季，十月己巳，将司空李免官
癸酉，以卫尉庐江陈褒为司空	癸酉，将卫尉、庐江人陈褒任命为司空
京师及郡国三十三大水	京城洛阳及三十三个郡和封国发生水灾
十二月，永昌徼外掸国王雍曲调遣使者献乐及幻人	十二月，永昌郡边境外的掸国国王雍曲调派遣使者进献乐队和魔术艺人
戊辰，司徒刘恺请致仕；许之，以千石禄归养	戊辰，司徒刘恺请求退休，获得批准，被赐予每年一千石的终身俸禄，回乡养老
辽西鲜卑大人乌伦、其至各以其众诣度辽将军邓遵降	辽西郡的鲜卑大人乌伦和其至，各自率领部众向度辽将军邓遵投降
癸酉，以太常杨震为司徒	癸酉，将太常杨震任命为司徒
是岁，郡国二十三地震	本年，有二十三个郡和封国发生地震
初，当煎种饥五同种大豪卢、忍良等千余户别留允街，而首施两端	当初，与饥五同族的当煎部落首领卢、忍良等一千余户单独居住在允街，而摇摆不定
幽州刺史巴郡冯焕、玄菟太守姚光、辽东太守蔡讽等将兵击高句丽，高句丽王宫遣子遂成诈降而袭玄菟、辽东，杀伤二千余人	幽州刺史巴郡人冯焕、玄菟郡太守姚光、辽东郡太守蔡讽等率兵进攻高句丽，高句丽国王宫派遣他的儿子遂成诈降而袭击玄菟郡和辽东郡，杀伤二千余人
丁巳，尊帝嫡母耿姬为甘陵大贵人	四月丁巳，安帝将嫡母耿姬尊为甘陵大贵人
甲子，乐成王苌坐骄淫不法，贬为芜湖侯	四月甲子，乐城王刘苌因骄奢淫逸，触犯法律，被贬为芜湖侯
壬寅，太尉马英薨	七月壬寅，太尉马英去世
京师及郡国二十七雨水	京城洛阳及二十七个郡和封国大雨成灾
冬，十一月，已丑，郡国三十五地震	冬季，十一月已丑，有三十五个郡和封国发生地震
鲜卑寇玄菟	鲜卑军进攻玄菟郡
护羌校尉马贤追击麻奴，到湟中，破之，种众散遁	护羌校尉马贤追击羌人烧当部落首领麻奴，到达湟中地区，打败羌军，麻奴的部众纷纷逃散
癸巳，司空陈褒免	癸巳，将司空陈褒免官
五月，庚戌，宗正彭城刘授为司空	五月庚戌，将宗正、彭城人刘授任命为司空
已巳，封河间孝王子德为安平王，嗣乐成靖王后	己巳，将河间孝王刘开的儿子刘德封为安平王，作为乐成靖王刘党的继承人
六月，郡国蝗	六月，各郡和封国普遍发生蝗灾
秋，七月，癸卯，京师及郡国十三地震	秋季，七月癸卯，京城洛阳及十三个郡和封国发生地震
虔人羌与上郡胡反，度辽将军耿夔击破之	羌族虔人部落与上郡的胡人一同反叛，被度辽将军耿夔击败
